CustomerID,TotalSpent,Orders,ItemsPurchased,CountriesPurchased,AvgOrderValue,Recency
12552.0,437.82,2,88,1,218.91,38
12553.0,2585.45,7,1268,1,369.34999999999997,7
12556.0,599.56,2,355,1,299.78,49
12557.0,11990.960000000001,5,4384,1,2398.192,15
12559.0,75.60000000000001,1,36,1,75.60000000000001,310
12560.0,2134.01,3,1110,1,711.3366666666667,4
12561.0,238.85,1,177,1,238.85,302
12562.0,3781.7400000000002,7,1779,1,540.2485714285715,7
12564.0,456.9,1,133,1,456.9,260
12565.0,145.92,1,80,1,145.92,288
12566.0,351.65,1,265,1,351.65,85
12567.0,1526.92,1,611,1,1526.92,369
12569.0,2299.01,12,1091,1,191.58416666666668,1
12571.0,519.61,2,523,1,259.805,39
12572.0,1020.42,2,452,1,510.21,8
12573.0,160.54000000000002,1,84,1,160.54000000000002,226
12574.0,218.45,1,61,1,218.45,315
12576.0,1315.83,5,967,1,263.166,35
12577.0,626.6,3,469,1,208.86666666666667,34
12578.0,2794.51,2,1196,1,1397.255,20
12580.0,415.7,1,238,1,415.7,246
12581.0,197.71,1,161,1,197.71,39
12582.0,511.36,2,300,1,255.68,238
12583.0,6137.54,11,4237,1,557.9581818181819,2
12585.0,2040.1,2,1279,1,1020.05,233
12586.0,196.94000000000003,1,79,1,196.94000000000003,16
12587.0,144.0,1,51,1,144.0,7
12588.0,214.89999999999998,1,53,1,214.89999999999998,38
12589.0,646.68,2,306,1,323.34,28
12590.0,9864.26,2,4283,1,4932.13,210
12591.0,452.84999999999997,1,228,1,452.84999999999997,316
12592.0,437.6,2,290,1,218.8,91
12593.0,418.09999999999997,3,206,1,139.36666666666665,108
12594.0,3040.7200000000003,9,1614,1,337.8577777777778,37
12596.0,618.27,2,474,1,309.135,50
12597.0,722.11,2,307,1,361.055,18
12598.0,1773.34,6,1280,1,295.5566666666667,9
12599.0,1032.58,7,956,1,147.51142857142855,28
12600.0,1428.1200000000001,4,474,1,357.03000000000003,28
12601.0,577.0600000000001,5,245,1,115.412,189
12602.0,153.12,1,162,1,153.12,58
12603.0,739.1999999999999,1,63,1,739.1999999999999,21
12604.0,254.18,2,201,1,127.09,78
12609.0,1126.85,3,648,1,375.6166666666666,77
12610.0,717.7,3,341,1,239.23333333333335,22
12611.0,1193.32,1,846,1,1193.32,51
12612.0,704.0400000000001,1,262,1,704.0400000000001,73
12613.0,1462.52,4,759,1,365.63,197
12614.0,315.6,1,76,1,315.6,277
12615.0,2291.19,4,1376,1,572.7975,1
12616.0,713.3,2,284,1,356.65,94
12617.0,352.98,1,210,1,352.98,28
12618.0,177.31,1,96,1,177.31,21
12619.0,2370.7,6,2394,1,395.1166666666666,77
12620.0,1339.41,3,1181,1,446.47,14
12621.0,10433.63,16,5819,1,652.101875,1
12622.0,180.1,1,69,1,180.1,231
12623.0,305.1,1,191,1,305.1,275
12624.0,641.13,2,355,1,320.565,105
12625.0,967.2,1,703,1,967.2,211
12626.0,3372.58,5,1888,1,674.516,22
12627.0,4478.53,7,2752,1,639.79,10
12628.0,786.46,3,448,1,262.15333333333336,3
12630.0,1270.88,2,548,1,635.44,9
12631.0,640.5,1,236,1,640.5,56
12633.0,1944.78,3,1025,1,648.26,58
12635.0,1689.18,2,1172,1,844.59,89
12637.0,5333.7,7,2707,1,761.9571428571428,66
12638.0,671.69,1,577,1,671.69,32
12639.0,486.1,1,201,1,486.1,238
12640.0,1174.58,3,311,1,391.52666666666664,23
12641.0,185.9,1,72,1,185.9,114
12642.0,1013.26,3,552,1,337.75333333333333,24
12643.0,3344.64,6,1808,1,557.4399999999999,127
12644.0,477.91,1,325,1,477.91,129
12645.0,1263.22,3,734,1,421.0733333333333,33
12646.0,1346.97,2,897,1,673.485,4
12647.0,3436.32,11,1352,1,312.3927272727273,21
12648.0,318.05,1,160,1,318.05,154
12649.0,623.51,3,586,1,207.83666666666667,106
12650.0,314.44,1,254,1,314.44,2
12651.0,114.0,1,78,1,114.0,334
12652.0,919.98,1,505,1,919.98,330
12653.0,2209.85,2,919,1,1104.925,148
12654.0,601.98,5,264,1,120.396,10
12656.0,4051.17,5,1723,1,810.234,16
12657.0,42.5,1,5,1,42.5,41
12658.0,686.05,1,320,1,686.05,18
12659.0,91.68,1,105,1,91.68,29
12660.0,245.1,1,127,1,245.1,10
12662.0,3513.08,10,1874,1,351.308,0
12664.0,4881.88,9,1203,1,542.4311111111111,7
12665.0,63.0,1,37,1,63.0,324
12667.0,620.13,1,395,1,620.13,57
12668.0,2362.35,3,1112,1,787.4499999999999,11
12669.0,1607.73,2,1114,1,803.865,150
12670.0,2996.05,5,1397,1,599.21,9
12672.0,225.89999999999998,1,78,1,225.89999999999998,329
12673.0,610.52,2,351,1,305.26,4
12674.0,993.8000000000001,2,639,1,496.90000000000003,38
12676.0,1331.39,6,670,1,221.89833333333334,24
12678.0,17628.46,12,10923,1,1469.0383333333332,41
12679.0,318.96000000000004,3,221,1,106.32000000000001,58
12680.0,862.81,4,443,1,215.7025,0
12681.0,6666.51,11,3731,1,606.0463636363637,14
12682.0,12279.82,31,5555,1,396.1232258064516,3
12683.0,4034.2,10,2380,1,403.41999999999996,3
12684.0,2283.63,7,1985,1,326.23285714285714,7
12685.0,2863.08,6,1523,1,477.18,27
12686.0,89.14,1,107,1,89.14,371
12688.0,4873.8099999999995,1,3028,1,4873.8099999999995,113
12689.0,1247.61,2,628,1,623.805,25
12690.0,389.01,1,106,1,389.01,205
12691.0,1035.8,6,394,1,172.63333333333333,27
12693.0,855.91,4,255,1,213.9775,126
12694.0,869.67,2,509,1,434.835,69
12695.0,582.1,4,220,1,145.525,6
12697.0,957.59,3,508,1,319.19666666666666,28
12700.0,4939.99,4,2967,1,1234.9975,7
12701.0,797.71,2,678,1,398.855,79
12702.0,219.0,1,53,1,219.0,19
12703.0,283.55,1,164,1,283.55,70
12704.0,630.89,2,152,1,315.445,21
12705.0,4704.42,7,2779,1,672.0600000000001,14
12707.0,603.42,1,256,1,603.42,291
12708.0,2712.91,10,1307,1,271.291,29
12709.0,7948.14,13,2931,1,611.3953846153846,14
12710.0,1149.02,3,851,1,383.00666666666666,96
12712.0,2815.15,6,590,1,469.19166666666666,146
12713.0,848.55,1,508,1,848.55,0
12714.0,4708.86,5,3069,1,941.7719999999999,8
12715.0,343.36,1,192,1,343.36,105
12716.0,1053.49,2,708,1,526.745,3
12717.0,1030.98,2,506,1,515.49,150
12718.0,238.25,1,203,1,238.25,70
12720.0,5612.83,24,4512,1,233.86791666666667,2
12721.0,2289.93,5,1720,1,457.986,31
12722.0,648.06,2,407,1,324.03,84
12723.0,725.07,5,434,1,145.014,3
12724.0,1031.41,4,445,1,257.8525,4
12725.0,427.8,1,164,1,427.8,370
12726.0,2609.1,7,3143,1,372.7285714285714,27
12727.0,3407.54,5,1756,1,681.508,10
12728.0,836.33,4,419,1,209.0825,70
12729.0,453.01,1,233,1,453.01,113
12731.0,16706.85,10,7251,1,1670.685,23
12732.0,236.26000000000002,1,111,1,236.26000000000002,179
12733.0,383.95,1,137,1,383.95,233
12734.0,110.39999999999999,1,88,1,110.39999999999999,352
12735.0,779.5699999999999,2,368,1,389.78499999999997,314
12736.0,234.0,1,173,1,234.0,332
12738.0,155.35,1,148,1,155.35,371
12739.0,1013.04,2,486,1,506.52,77
12740.0,427.6,1,342,1,427.6,63
12743.0,540.13,2,315,1,270.065,133
12744.0,9120.39,4,5234,1,2280.0975,55
12747.0,4196.01,11,1275,1,381.4554545454546,1
12748.0,23247.41,182,17229,1,127.73302197802198,0
12749.0,4090.88,5,1471,1,818.176,3
12750.0,275.88,1,137,1,275.88,128
12752.0,4366.78,1,2262,1,4366.78,80
12753.0,14239.42,4,7386,1,3559.855,22
12754.0,3010.74,3,6481,1,1003.5799999999999,235
12755.0,3811.95,2,1491,1,1905.975,280
12756.0,112.07999999999998,1,144,1,112.07999999999998,86
12757.0,3399.6,8,1934,1,424.95,15
12758.0,2791.59,2,2135,1,1395.795,116
12759.0,1531.44,3,902,1,510.48,51
12762.0,1898.52,2,1227,1,949.26,7
12763.0,494.08,2,316,1,247.04,137
12764.0,1693.88,1,386,1,1693.88,316
12766.0,6989.63,7,3646,1,998.5185714285715,3
12769.0,1143.6,1,356,1,1143.6,238
12770.0,1351.45,1,743,1,1351.45,210
12772.0,892.47,1,556,1,892.47,59
12775.0,1171.59,4,764,1,292.8975,16
12778.0,822.23,6,825,1,137.03833333333333,19
12779.0,3204.15,6,1759,1,534.025,37
12781.0,277.48,1,325,1,277.48,63
12782.0,1867.42,4,893,1,466.855,4
12783.0,1603.8700000000001,4,622,1,400.96750000000003,1
12784.0,532.8199999999999,2,280,1,266.40999999999997,8
12785.0,311.95,1,131,1,311.95,363
12787.0,463.66,3,261,1,154.55333333333334,9
12789.0,91.85,1,4,1,91.85,64
12790.0,324.92,1,166,1,324.92,191
12791.0,192.60000000000002,1,97,1,192.60000000000002,373
12792.0,400.53999999999996,1,217,1,400.53999999999996,256
12793.0,545.48,2,295,1,272.74,334
12794.0,860.41,2,592,1,430.205,52
12795.0,430.48,1,68,1,430.48,18
12798.0,6977.04,3,5256,1,2325.68,9
12808.0,483.65000000000003,3,188,1,161.21666666666667,36
12809.0,489.31,1,220,1,489.31,177
12811.0,514.85,3,230,1,171.61666666666667,260
12812.0,229.64000000000001,1,164,1,229.64000000000001,44
12814.0,125.92,1,49,1,125.92,101
12815.0,1063.46,2,379,1,531.73,147
12816.0,572.2,2,128,1,286.1,95
12817.0,166.04,1,53,1,166.04,280
12818.0,1542.08,1,929,1,1542.08,261
12820.0,942.34,4,722,1,235.585,2
12821.0,92.72,1,70,1,92.72,213
12822.0,257.98,1,126,1,257.98,70
12823.0,1759.5,5,230,1,351.9,74
12824.0,397.12,1,232,1,397.12,59
12826.0,1474.72,7,1058,1,210.67428571428573,2
12827.0,430.15000000000003,3,197,1,143.38333333333335,5
12828.0,1018.71,6,494,1,169.785,2
12829.0,293.0,2,376,1,146.5,336
12830.0,6814.64,6,9848,1,1135.7733333333333,37
12831.0,215.05,1,135,1,215.05,261
12832.0,383.03,2,195,1,191.515,31
12833.0,417.38,1,156,1,417.38,144
12834.0,312.38,1,110,1,312.38,282
12836.0,2610.36,4,1062,1,652.59,58
12837.0,134.1,1,24,1,134.1,172
12838.0,671.95,2,355,1,335.975,33
12839.0,5591.42,14,3807,1,399.38714285714286,2
12840.0,2726.77,4,1511,1,681.6925,143
12841.0,3257.87,21,2303,1,155.13666666666666,4
12842.0,1118.99,2,547,1,559.495,69
12843.0,1382.75,7,629,1,197.53571428571428,65
12844.0,325.96000000000004,2,125,1,162.98000000000002,28
12845.0,354.09,4,204,1,88.5225,266
12847.0,843.64,1,873,1,843.64,21
12849.0,1010.29,2,597,1,505.145,30
12851.0,131.81,1,106,1,131.81,96
12852.0,311.55,1,149,1,311.55,294
12853.0,932.7,4,332,1,233.175,134
12854.0,1316.25,3,626,1,438.75,78
12855.0,38.1,1,30,1,38.1,372
12856.0,2170.78,6,1076,1,361.7966666666667,7
12857.0,1106.4,2,343,1,553.2,210
12863.0,521.2,1,188,1,521.2,51
12864.0,147.12,1,216,1,147.12,137
12865.0,1568.23,2,925,1,784.115,25
12866.0,559.12,1,171,1,559.12,282
12867.0,3336.68,6,3512,1,556.1133333333333,25
12868.0,1607.0600000000002,6,928,1,267.84333333333336,185
12871.0,380.64,2,200,1,190.32,83
12872.0,599.97,2,319,1,299.985,326
12873.0,374.0,1,128,1,374.0,281
12875.0,343.2300000000001,2,2019,1,171.61500000000004,142
12876.0,2218.02,2,1941,1,1109.01,57
12877.0,1535.77,12,1178,1,127.98083333333334,3
12878.0,854.99,2,547,1,427.495,235
12879.0,573.22,3,370,1,191.07333333333335,44
12881.0,298.0,1,21,1,298.0,275
12882.0,1463.04,2,246,1,731.52,8
12883.0,703.47,4,196,1,175.8675,24
12884.0,309.05,1,43,1,309.05,87
12885.0,10.4,1,16,1,10.4,62
12886.0,1378.4,2,770,1,689.2,67
12888.0,354.12,2,76,1,177.06,213
12890.0,376.71999999999997,1,256,1,376.71999999999997,23
12891.0,331.0,3,950,1,110.33333333333333,185
12893.0,176.55,1,90,1,176.55,30
12895.0,105.0,1,68,1,105.0,41
12897.0,216.5,2,110,1,108.25,204
12901.0,16460.3,24,21905,1,685.8458333333333,8
12902.0,138.68,1,66,1,138.68,264
12904.0,496.06,2,294,1,248.03,17
12906.0,2919.81,5,1749,1,583.962,11
12908.0,750.0,2,1200,1,375.0,175
12909.0,928.95,3,661,1,309.65000000000003,39
12910.0,3075.04,8,1692,1,384.38,22
12912.0,1662.3,5,670,1,332.46,2
12913.0,2483.63,5,1419,1,496.726,4
12915.0,363.65,2,93,1,181.825,148
12916.0,1444.53,2,507,1,722.265,201
12917.0,594.0,1,120,1,594.0,127
12919.0,1335.19,6,673,1,222.53166666666667,7
12920.0,162.78,1,128,1,162.78,16
12921.0,12508.880000000001,29,7454,1,431.34068965517247,8
12922.0,405.38,1,370,1,405.38,160
12923.0,172.82,1,68,1,172.82,63
12924.0,703.9000000000001,3,405,1,234.63333333333335,87
12925.0,694.05,2,541,1,347.025,4
12928.0,2062.7000000000003,5,1472,1,412.5400000000001,34
12929.0,117.85,1,37,1,117.85,311
12930.0,415.8,2,252,1,207.9,77
12931.0,11955.4,12,8544,1,996.2833333333333,21
12933.0,607.53,3,499,1,202.51,23
12935.0,2160.7,7,1853,1,308.6714285714285,1
12936.0,1063.9,4,559,1,265.975,16
12937.0,1504.27,4,1007,1,376.0675,14
12938.0,114.14,1,140,1,114.14,25
12939.0,11581.8,8,4876,1,1447.725,63
12940.0,899.69,2,404,1,449.845,54
12942.0,675.6,3,198,1,225.20000000000002,130
12944.0,604.51,2,289,1,302.255,35
12945.0,462.95,1,165,1,462.95,287
12947.0,694.67,3,610,1,231.55666666666664,143
12948.0,2064.95,7,1080,1,294.99285714285713,15
12949.0,2632.92,7,1472,1,376.13142857142856,30
12950.0,1843.0,3,1380,1,614.3333333333334,1
12951.0,1064.07,6,503,1,177.345,8
12952.0,1387.79,4,653,1,346.9475,5
12953.0,329.85,1,84,1,329.85,9
12955.0,4533.5599999999995,9,3520,1,503.72888888888883,0
12956.0,108.07,1,34,1,108.07,305
12957.0,4017.54,8,2549,1,502.1925,9
12962.0,266.39,2,129,1,133.195,6
12963.0,1856.63,8,881,1,232.07875,7
12965.0,769.8100000000001,1,282,1,769.8100000000001,88
12966.0,160.18,1,75,1,160.18,9
12967.0,292.5,1,78,1,292.5,357
12968.0,135.95,1,73,1,135.95,111
12970.0,405.47,4,268,1,101.3675,6
12971.0,10699.460000000001,83,9090,1,128.90915662650605,3
12974.0,144.8,1,24,1,144.8,197
12976.0,738.6,1,561,1,738.6,211
12977.0,39.239999999999995,1,12,1,39.239999999999995,155
12980.0,7374.900000000001,9,886,1,819.4333333333334,157
12981.0,372.21999999999997,2,242,1,186.10999999999999,29
12982.0,390.54,1,288,1,390.54,242
12984.0,97.5,1,26,1,97.5,18
12985.0,485.0,1,692,1,485.0,0
12987.0,558.7,2,219,1,279.35,73
12988.0,505.82,1,126,1,505.82,291
12989.0,6230.39,12,2773,1,519.1991666666667,8
12990.0,409.5,3,200,1,136.5,30
12991.0,503.76,2,405,1,251.88,22
12993.0,414.76,4,240,1,103.69,22
12995.0,211.32,1,108,1,211.32,84
12997.0,1226.89,4,664,1,306.7225,21
12999.0,455.88,3,342,1,151.96,195
13000.0,534.85,3,379,1,178.28333333333333,106
13001.0,7965.3,12,4560,1,663.775,3
13002.0,120.94999999999999,1,73,1,120.94999999999999,317
13003.0,149.05,3,103,1,49.68333333333334,105
13004.0,4721.13,15,4034,1,314.742,11
13006.0,81.57,1,55,1,81.57,55
13008.0,229.46999999999997,1,175,1,229.46999999999997,322
13011.0,50.550000000000004,1,13,1,50.550000000000004,371
13012.0,570.8000000000001,3,260,1,190.26666666666668,20
13013.0,4810.9400000000005,13,2224,1,370.07230769230773,0
13014.0,2885.23,8,724,1,360.65375,10
13015.0,3339.64,5,1609,1,667.928,52
13016.0,789.89,3,527,1,263.2966666666667,72
13017.0,204.0,1,48,1,204.0,6
13018.0,7277.7,28,5435,1,259.91785714285714,15
13021.0,2616.38,9,1352,1,290.7088888888889,3
13023.0,689.9,2,286,1,344.95,63
13026.0,975.36,5,1620,1,195.072,0
13027.0,6912.0,6,17280,1,1152.0,113
13028.0,661.3199999999999,2,798,1,330.65999999999997,22
13029.0,1247.5,3,134,1,415.8333333333333,30
13030.0,752.4399999999999,2,348,1,376.21999999999997,10
13032.0,1010.18,2,375,1,505.09,51
13033.0,190.55,1,83,1,190.55,356
13034.0,642.77,2,369,1,321.385,54
13035.0,333.0,1,212,1,333.0,260
13037.0,881.07,3,431,1,293.69,137
13038.0,908.46,3,360,1,302.82,79
13040.0,676.99,2,355,1,338.495,8
13043.0,516.42,1,254,1,516.42,272
13044.0,560.47,1,429,1,560.47,290
13045.0,305.28000000000003,1,221,1,305.28000000000003,98
13046.0,629.31,2,264,1,314.655,30
13047.0,2227.21,8,908,1,278.40125,31
13048.0,1819.41,4,1228,1,454.8525,13
13049.0,656.6800000000001,2,268,1,328.34000000000003,63
13050.0,2904.83,9,2004,1,322.75888888888886,21
13052.0,348.15000000000003,1,222,1,348.15000000000003,211
13055.0,1214.41,3,894,1,404.80333333333334,77
13058.0,271.40000000000003,3,52,1,90.46666666666668,24
13059.0,183.4,1,35,1,183.4,249
13060.0,307.53,1,123,1,307.53,253
13061.0,248.61,1,107,1,248.61,71
13062.0,346.98,1,343,1,346.98,190
13064.0,1105.59,4,514,1,276.3975,12
13065.0,205.86,1,74,1,205.86,372
13066.0,151.81,1,136,1,151.81,31
13067.0,115.46000000000001,1,32,1,115.46000000000001,81
13068.0,344.0,2,200,1,172.0,9
13069.0,2352.64,13,3540,1,180.97230769230768,0
13070.0,228.8,1,110,1,228.8,191
13072.0,177.15,1,69,1,177.15,266
13075.0,919.61,1,485,1,919.61,129
13077.0,728.02,4,862,1,182.005,0
13078.0,7967.6900000000005,16,3624,1,497.98062500000003,2
13079.0,220.10000000000002,5,62,1,44.02,3
13080.0,58.08,1,120,1,58.08,178
13081.0,15414.48,8,10163,1,1926.81,29
13082.0,3613.63,9,4324,1,401.51444444444445,125
13083.0,303.75,2,187,1,151.875,3
13085.0,137.98000000000002,1,44,1,137.98000000000002,157
13089.0,56796.05,91,30328,1,624.1324175824176,2
13090.0,8910.82,14,2263,1,636.4871428571429,8
13091.0,345.82,1,466,1,345.82,27
13092.0,367.63,4,257,1,91.9075,70
13093.0,7832.47,8,3961,1,979.05875,275
13095.0,74.39999999999999,1,144,1,74.39999999999999,70
13097.0,3245.65,6,1257,1,540.9416666666667,32
13098.0,28882.44,28,15968,1,1031.5157142857142,0
13099.0,207.35999999999999,1,288,1,207.35999999999999,98
13101.0,101.19,1,113,1,101.19,233
13102.0,3642.17,14,2114,1,260.15500000000003,0
13103.0,243.94,1,82,1,243.94,39
13104.0,1098.48,6,504,1,183.08,2
13106.0,76.5,1,18,1,76.5,132
13107.0,1531.6200000000001,4,1293,1,382.90500000000003,43
13108.0,350.06,1,298,1,350.06,372
13109.0,786.54,2,520,1,393.27,59
13110.0,1488.67,7,388,1,212.66714285714286,30
13113.0,9206.62,17,2120,1,541.5658823529412,0
13115.0,515.16,2,338,1,257.58,11
13116.0,501.14,1,291,1,501.14,137
13117.0,984.91,8,945,1,123.11375,21
13118.0,395.95,3,159,1,131.98333333333332,19
13120.0,30.599999999999998,1,12,1,30.599999999999998,238
13122.0,922.39,2,585,1,461.195,93
13124.0,3756.33,3,2119,1,1252.11,89
13126.0,1431.55,6,1731,1,238.59166666666667,4
13127.0,259.17,1,127,1,259.17,77
13130.0,64.0,1,32,1,64.0,93
13131.0,1073.3,3,447,1,357.76666666666665,22
13132.0,77.3,1,20,1,77.3,261
13133.0,109.8,2,32,1,54.9,273
13134.0,907.84,1,729,1,907.84,85
13135.0,3096.0,1,4300,1,3096.0,196
13136.0,2607.61,5,1328,1,521.522,55
13137.0,3603.29,8,2204,1,450.41125,10
13138.0,962.39,6,473,1,160.39833333333334,21
13139.0,5064.94,7,2425,1,723.5628571428571,15
13140.0,422.47,3,185,1,140.82333333333335,107
13141.0,2388.75,5,1548,1,477.75,84
13142.0,307.09,1,258,1,307.09,18
